Gender,DOB,10percentage,10board,12graduation,12percentage,12board,CollegeTier,Degree,Specialization,collegeGPA,CollegeCityTier,CollegeState,GraduationYear,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,Salary
f,06/02/1993,69.6,state board,2009,68,state board,2,B.Tech/B.E.,electronics and communication engineering,70.29,0,Punjab,2015,395,505,525,0.783303537,455,388,-1,-1,-1,-1,-1,0.1282,-0.4536,0.1637,0.3995,-0.4776,120000
m,05/08/1990,73.5,state board,2009,71.8,state board,2,B.Tech/B.E.,information technology,83.9,1,West Bengal,2013,535,605,665,0.998876108,735,-1,653,-1,-1,-1,-1,1.4208,1.0449,0.6248,0.2727,1.247,340000
f,17/05/1993,83.56,state board,2010,65.56,state board,2,B.Tech/B.E.,computer science & engineering,83.22,0,Punjab,2014,415,475,330,0.842248322,445,-1,469,-1,-1,-1,-1,-1.0208,-1.6191,-0.7585,0.3995,0.4805,105000
m,18/01/1987,75,0,2003,70,0,2,B.Tech/B.E.,electronics and electrical engineering,80,0,Orissa,2011,385,505,545,0.229481755,335,266,-1,-1,-1,-1,-1,0.6646,-0.2793,-0.0537,1.4724,0.0284,280000
m,26/01/1989,56,bse,2007,62,scte&vt,2,B.Tech/B.E.,computer engineering,62,0,Orissa,2012,365,355,305,0.3423149,365,300,-1,-1,-1,-1,-1,0.3836,-0.9884,-0.2516,0.4041,-0.8045,100000
m,05/09/1991,79.8,cbse,2009,66.8,cbse,2,B.Tech/B.E.,computer science & engineering,73.12,0,Punjab,2014,580,510,340,0.953899775,375,-1,530,-1,-1,-1,-1,-0.5899,0.0459,1.2396,0.2727,-0.4776,200000
f,27/08/1991,88.44,icse,2010,94.6,cbse,2,B.Tech/B.E.,computer science & engineering,82.2,0,Punjab,2014,605,485,650,0.911395278,565,-1,500,-1,-1,-1,-1,-0.3027,0.5454,0.7785,0.1459,-0.0943,305000
m,03/07/1989,62.8,up board,2006,60,up board,2,B.Tech/B.E.,computer science & engineering,70.26,0,Uttar Pradesh,2012,345,455,554,0.216785486,325,-1,-1,-1,-1,-1,-1,0.2009,-0.6693,0.2729,1.2374,-0.4455,120000
m,24/05/1988,55,0,2005,69,0,2,MCA,computer application,75,0,Karnataka,2011,365,305,545,0.864685413,525,-1,-1,-1,-1,-1,-1,-0.1082,0.3448,1.2525,0.7673,0.3444,505000
m,05/06/1992,84,cbse,2010,74.8,cbse,1,B.Tech/B.E.,computer science & engineering,67,0,Punjab,2014,625,560,620,0.911395278,615,-1,500,-1,-1,-1,-1,-1.7389,0.0459,-1.8344,-0.7415,-0.8608,300000
f,08/09/1992,86.8,cbse,2010,78.6,cbse,2,B.Tech/B.E.,electronics and communication engineering,77.4,0,Rajasthan,2014,570,485,355,0.493596387,495,324,-1,-1,-1,-1,-1,0.99,1.5444,-0.6048,-0.4879,0.4805,325000
m,04/01/1992,79,state board,2009,87.9,state board,2,B.Tech/B.E.,computer science & engineering,66,1,Telangana,2013,315,435,355,0.356536488,335,-1,346,-1,-1,-1,-1,0.4155,0.5454,0.9322,-0.6147,0.8637,1500000
f,21/01/1991,85,ssc,2008,93.4,"board of intermediate,ap",2,B.Tech/B.E.,computer engineering,76.16,1,Telangana,2012,525,605,595,0.670743151,455,-1,-1,-1,-1,-1,-1,-0.4173,1.0858,-0.2714,-0.40777,0.0284,820000
m,25/03/1991,85,icse,2008,80,icse,2,B.Tech/B.E.,electronics and communication engineering,63,0,Uttar Pradesh,2013,660,585,620,0.021969109,-1,164,376,-1,-1,-1,-1,1.2772,-0.6201,-0.1437,-1.6289,-0.0943,305000
m,20/08/1992,79,icse,2010,78,icse,2,B.Tech/B.E.,electronics and communication engineering,73,0,Punjab,2014,485,610,575,0.493596387,495,324,-1,-1,-1,-1,-1,-2.0262,0.3789,-1.2196,0.3995,0.6721,180000
m,28/09/1991,60,state board,2009,47,state board,2,B.Tech/B.E.,information technology,59.9,0,Uttar Pradesh,2014,395,400,390,0.486747008,305,-1,376,-1,-1,-1,-1,0.8463,-0.2871,0.01,0.2727,0.0973,120000
m,02/08/1989,61,up board,2005,48,up board,2,B.Tech/B.E.,information technology,68.16,0,Uttar Pradesh,2011,505,505,445,0.190153406,315,-1,-1,-1,-1,-1,-1,-1.0355,-1.3713,0.2366,-0.5253,0.0284,240000
m,05/06/1990,77.88,state board,2008,81.5,state board,2,B.Tech/B.E.,electronics & telecommunications,58.54,0,Maharashtra,2012,630,580,485,0.436962648,395,-1,-1,-1,-1,324,-1,-0.8772,-1.2861,-0.9122,1.9207,0.4805,95000
f,28/09/1992,90.8,cbse,2010,77,cbse,1,B.Tech/B.E.,information technology,77,1,Delhi,2014,520,630,680,0.23780284,425,-1,315,-1,-1,-1,-1,-1.0208,0.8784,1.2396,-0.1076,1.6302,300000
f,15/05/1991,74.4,0,2008,53.33,0,2,B.Tech/B.E.,information science engineering,63.2,1,Karnataka,2012,404,505,435,0.635978756,445,-1,-1,-1,-1,-1,-1,-0.5332,-0.1232,-0.0537,1.3255,0.5024,200000
m,25/08/1990,80.2,cbse ,2008,79.8,cbse,2,B.Tech/B.E.,mechanical engineering,75.72,0,Madhya Pradesh,2012,415,435,554,0.978855302,-1,-1,-1,564,-1,-1,-1,0.9737,1.4368,0.0914,-0.43717,-0.4455,415000
m,27/06/1993,81.83,state board,2010,89.1,state board,2,B.Tech/B.E.,electronics and electrical engineering,65.4,0,Andhra Pradesh,2014,465,510,450,-1,-1,-1,-1,-1,-1,-1,-1,0.8463,1.2114,0.3174,-1.6289,-0.2859,110000
m,28/04/1990,71,upboard,2008,61,cbse,2,B.Tech/B.E.,mechanical engineering,74.43,0,Uttar Pradesh,2013,440,435,485,0.755375121,-1,-1,-1,446,-1,-1,-1,1.4208,1.0449,1.2396,0.5262,1.247,210000
m,24/02/1991,59.33,state board,2008,72.77,state board,2,MCA,computer application,75.96,0,Uttar Pradesh,2014,545,630,500,0.842248322,465,-1,469,-1,-1,-1,-1,0.1282,0.0459,1.8543,-0.1076,0.4805,120000
m,20/12/1988,81.6,icse,2008,75.6,punjab state board of technical education & industrial training,1,B.Tech/B.E.,electronics and communication engineering,82.1,0,Punjab,2011,555,554,605,0.694479328,-1,366,-1,-1,-1,-1,-1,-1.8083,-0.4353,0.672,-1.3478,-0.9194,700000
f,22/08/1989,85.06,maharashtra state board,2007,76.5,maharashtra state board,1,M.Tech./M.E.,mechatronics,83.5,1,Maharashtra,2014,605,640,695,0.991397584,435,516,-1,-1,-1,-1,-1,-1.5953,-1.1196,-1.0659,-1.2486,-0.2859,350000
f,21/07/1993,84,state board,2011,89.3,state board,2,B.Tech/B.E.,computer engineering,79,1,Telangana,2015,500,375,520,0.356536488,285,-1,346,-1,-1,-1,-1,1.4208,1.7109,1.2396,0.1459,0.6721,300000
f,04/12/1990,59.6,uttar pradesh board,2008,67.6,uttar pradesh board,2,B.Tech/B.E.,information technology,74,0,Uttar Pradesh,2012,435,545,455,0.765673581,485,-1,-1,-1,-1,-1,-1,0.2782,0.8128,0.5269,-0.34897,-0.6035,240000
f,04/04/1992,95,cbse,2010,89,cbse,2,B.Tech/B.E.,computer science & engineering,77,0,Haryana,2014,595,545,690,0.999910408,615,-1,715,-1,-1,-1,-1,0.5591,1.2114,-0.6048,-0.4879,1.6302,310000
m,28/08/1990,88.16,ssc,2008,92.5,andhra pradesh,2,B.Tech/B.E.,computer engineering,61.2,0,Andhra Pradesh,2012,495,575,625,0.983749967,635,-1,-1,-1,-1,-1,-1,1.4374,1.9048,0.9623,0.4442,0.5024,490000
m,30/04/1992,78.6,state board,2010,79,state board,2,B.Tech/B.E.,electronics and communication engineering,74,0,Tamil Nadu,2014,675,565,405,0.868736585,335,-1,376,-1,-1,420,-1,0.8463,1.0449,0.7785,-2.643,0.2889,330000
m,19/01/1989,88,cbse,2006,81.4,cbse,2,B.Tech/B.E.,computer engineering,75.57,0,Uttar Pradesh,2011,705,625,625,0.997427833,705,-1,-1,-1,-1,-1,-1,0.51,1.2808,0.0914,-0.7603,0.5024,650000
m,17/09/1988,88.4,cbse,2006,82,cbse,2,B.Tech/B.E.,information technology,55.6,1,Maharashtra,2010,615,525,544,0.843123727,515,-1,-1,-1,-1,-1,-1,-1.4992,0.9688,-0.6343,-0.2902,-1.7093,755000
m,15/04/1990,74,0,2008,63,0,2,B.Tech/B.E.,electronics and communication engineering,65,0,Haryana,2011,375,445,445,0.023312168,-1,166,-1,-1,-1,260,-1,0.51,-0.7473,0.672,-0.7603,0.0284,600000
m,08/07/1989,80.8,cbse,2007,66.2,cbse,2,B.Tech/B.E.,electronics and communication engineering,87.5,1,Tamil Nadu,2011,535,515,475,0.229481755,425,266,-1,-1,-1,366,-1,0.3555,0.3448,0.672,-1.1128,-0.1295,250000
m,07/02/1991,68,cbse,2009,78,cbse,2,B.Tech/B.E.,information technology,63.2,0,Madhya Pradesh,2013,500,555,665,0.978799293,615,-1,561,-1,-1,-1,-1,-0.3027,-1.9521,-0.6048,0.653,-0.0943,335000
m,17/01/1992,82,state board,2007,62,cbse,2,B.Tech/B.E.,computer engineering,62,0,Maharashtra,2013,640,535,590,0.953899775,475,-1,530,-1,-1,-1,-1,1.2772,0.5454,1.8543,-0.995,0.0973,350000
f,22/07/1990,70,cbse,2007,65,cbse,2,B.Tech/B.E.,computer engineering,74,0,Punjab,2012,485,485,445,0.600057182,435,-1,-1,-1,-1,-1,-1,0.9737,1.1248,-1.2148,-1.4066,-1.0774,200000
f,13/03/1992,85.6,cbse,2010,69.6,cbse,2,B.Tech/B.E.,information technology,76.6,0,Punjab,2014,535,535,400,0.744758354,-1,-1,438,-1,-1,-1,-1,-1.1644,-0.2871,-1.6807,0.3995,-1.6273,150000
f,27/04/1988,91,"sslc,karnataka",2006,85,pre-university,2,B.Tech/B.E.,electronics and communication engineering,74,1,Karnataka,2010,465,495,485,0.376059587,385,300,-1,-1,-1,-1,-1,-0.2628,0.5008,-0.1988,-1.4653,0.0284,680000
m,13/04/1991,56.2,cbse,2008,70,cbse,1,B.Tech/B.E.,electronics and electrical engineering,73.25,1,Delhi,2012,500,440,455,0.694479328,-1,366,-1,-1,-1,-1,-1,0.99,-0.7866,0.1637,1.0333,0.2889,200000
m,13/05/1992,74,state board,2009,72,state board,2,B.Tech/B.E.,electronics and communication engineering,62.1,0,Punjab,2014,590,670,500,0.783303537,475,388,-1,-1,-1,-1,-1,-0.4463,0.0459,0.9322,-1.8824,0.4805,320000
f,07/01/1992,95,state board,2009,85,state board,2,B.Tech/B.E.,electronics and electrical engineering,67,1,Karnataka,2013,535,510,485,0.193768442,375,-1,-1,-1,324,-1,-1,0.8463,0.7119,0.01,-2.2627,1.0554,315000
f,07/04/1992,84.4,icse,2010,74.6,icse,2,B.Tech/B.E.,information technology,77.26,0,Uttar Pradesh,2014,385,510,310,0.276047228,345,-1,-1,-1,-1,-1,-1,0.2718,-0.2871,-1.6807,-0.2344,-0.4776,275000
m,01/12/1989,82.33,0,2008,76.89,0,2,B.Tech/B.E.,information technology,55.89,1,Maharashtra,2011,515,615,695,0.916869961,555,-1,-1,-1,-1,-1,-1,-0.4173,0.6568,-0.0537,-0.9953,-1.8673,470000
m,17/04/1992,58.17,rajasthan board,2009,64.31,rajasthan board,2,B.Tech/B.E.,computer science & engineering,65.33,1,Rajasthan,2014,485,315,545,0.144789889,445,-1,284,-1,-1,-1,-1,0.2718,0.2124,-0.1437,0.2727,-0.8608,330000
m,10/09/1992,77,icse,2009,70,icse,2,B.Tech/B.E.,electronics and communication engineering,66.72,0,Uttar Pradesh,2014,525,590,635,0.112139438,-1,228,-1,-1,-1,388,-1,-0.0154,-0.2871,-1.527,-0.4879,-2.2021,250000
f,19/05/1991,84.4,cbse,2008,79.4,cbse,2,B.Tech/B.E.,electronics & telecommunications,80,0,Orissa,2013,520,555,560,0.376059587,-1,300,-1,-1,-1,340,-1,1.4208,0.3789,1.0859,-0.6147,0.8637,400000
m,29/07/1992,70.2,state board,2009,67.4,state board,2,B.Tech/B.E.,information technology,66,0,Chhattisgarh,2013,420,455,440,0.165633092,305,-1,-1,-1,-1,-1,-1,0.5591,0.7119,0.3174,0.3995,1.0554,120000
m,03/04/1991,71.76,state board,2008,61.5,state board,2,B.Tech/B.E.,automobile/automotive engineering,70.09,0,Orissa,2013,430,365,355,0.414337426,-1,-1,-1,366,-1,-1,-1,-0.3027,0.8784,0.6248,1.1601,1.0554,130000
m,02/07/1990,72,cbse,2009,55,cbse,2,B.Tech/B.E.,mechanical engineering,61,0,Uttar Pradesh,2013,555,555,385,0.328746379,-1,-1,-1,346,-1,-1,-1,-0.4463,-0.1206,-1.0659,-0.1076,-0.0943,240000
f,01/05/1991,76.93,0,2008,79.5,0,2,B.Tech/B.E.,computer engineering,63.25,0,Maharashtra,2012,394,475,515,0.765673581,485,-1,-1,-1,-1,-1,-1,0.2009,0.9688,-1.7954,-0.4078,0.5419,100000
m,05/01/1989,80.4,cbse,2006,80,cbse,2,B.Tech/B.E.,electronics and instrumentation engineering,66.74,0,Uttar Pradesh,2011,535,615,625,0.824666401,355,400,-1,-1,-1,-1,-1,-1.0355,-0.4353,-2.6662,-0.7603,0.3444,650000
m,09/10/1990,78.4,cbse,2010,50.2,nios,2,B.Tech/B.E.,electrical engineering,64.8,0,Karnataka,2014,455,435,475,0.557389506,-1,292,-1,-1,420,-1,-1,1.8517,0.0459,-0.7585,-2.136,-0.4776,240000
f,02/10/1992,75,cbse,2010,71.6,cbse,2,B.Tech/B.E.,electronics and communication engineering,75.04,0,Uttar Pradesh,2014,465,535,555,0.649389715,345,356,-1,-1,-1,473,-1,-0.3027,-0.6201,-3.525,-0.2344,-1.4356,300000
m,10/07/1992,59,cbse,2010,55,cbse,2,B.Tech/B.E.,mechanical engineering,66,0,Uttarakhand,2015,325,410,370,0.328746379,-1,-1,-1,346,-1,-1,-1,-3.1752,-0.1206,0.4711,1.6672,0.4805,95000
m,25/05/1990,79,cbse,2007,72,cbse,1,B.Tech/B.E.,electronics and communication engineering,78.96,1,Delhi,2012,565,475,615,0.229481755,485,266,-1,-1,-1,-1,-1,1.4374,1.9048,1.2525,-0.26087,0.8183,240000
m,20/10/1991,97.76,state board,2009,96.33,state board,2,B.Tech/B.E.,electronics and communication engineering,96.9,1,Karnataka,2013,650,655,720,0.985461394,-1,500,-1,-1,-1,393,-1,1.5644,0.7119,0.4711,-0.3612,0.2889,800000
m,27/08/1992,93.07,state board,2010,90,state board,2,B.Tech/B.E.,mechanical engineering,66,0,Maharashtra,2014,485,450,455,0.598280691,-1,-1,-1,407,-1,-1,-1,-0.3027,-1.4526,-0.2974,1.2869,-1.4356,145000
f,01/09/1990,87,karnataka secondory education board,2008,75,karnataka pu board,2,B.Tech/B.E.,information technology,65,0,Karnataka,2012,435,565,575,0.765673581,485,-1,-1,-1,-1,-1,-1,-0.7264,-0.4353,-1.2511,1.58993,-0.9194,420000
f,16/07/1989,78,cbse,2007,66.67,cbse,2,MCA,computer application,64.67,1,Rajasthan,2013,365,464,375,0.23780284,425,-1,315,-1,-1,-1,-1,-1.1644,-0.1206,-0.2974,-1.2486,0.8637,160000
m,14/04/1985,75.1,up board,2003,63.9,up board,2,B.Tech/B.E.,computer engineering,60.65,0,Uttar Pradesh,2011,475,455,525,0.3423149,365,-1,-1,-1,-1,-1,-1,-0.4595,0.0328,-1.7083,0.2759,0.7657,240000
f,19/08/1992,80,cbse,2010,78,cbse,2,B.Tech/B.E.,computer science & engineering,80.35,0,Haryana,2014,500,505,565,0.622642916,495,-1,407,-1,-1,-1,-1,0.1282,0.7119,0.4711,-1.3753,-0.2859,300000
f,01/12/1988,77.7,matriculation,2006,85.3,stateboard,2,B.Tech/B.E.,information technology,83.9,1,Tamil Nadu,2010,464,435,554,0.700826162,464,-1,-1,-1,-1,-1,-1,-1.3447,-1.2153,-0.6343,-0.2902,-1.0774,530000
m,18/10/1990,82,state board,2008,76.5,state board,2,B.Tech/B.E.,electronics engineering,61,1,Maharashtra,2012,615,525,680,0.376059587,-1,300,-1,-1,-1,-1,-1,-1.308,-0.2871,-0.6048,0.2727,-1.244,405000
f,07/07/1990,81,state board,2008,76,state board,2,B.Tech/B.E.,information technology,81,0,West Bengal,2012,675,570,355,0.911395278,515,-1,500,-1,-1,-1,-1,-0.0154,0.7119,-0.7585,1.0333,0.4805,90000
m,05/01/1991,74,state board,2008,65.4,state board,2,B.Tech/B.E.,computer science & engineering,68,0,Uttar Pradesh,2013,500,580,665,0.765673581,485,-1,-1,-1,-1,-1,-1,0.2718,0.5454,-0.4511,-0.7415,-0.2859,200000
m,19/01/1992,84,cbse,2009,93.4,state board,2,B.Tech/B.E.,electronics and communication engineering,81,1,Telangana,2013,685,610,590,0.88162007,405,420,-1,-1,-1,446,-1,0.8463,0.8784,1.0859,-0.4879,0.6721,350000
m,23/10/1992,77.2,state board,2010,86.1,state board,2,B.Tech/B.E.,computer science & engineering,71,0,Tamil Nadu,2014,560,485,450,0.622642916,485,-1,407,-1,-1,-1,-1,-0.0154,1.2114,1.0859,-1.5021,0.2889,340000
m,08/01/1992,78.66,upboard,2008,70.6,upboard,2,B.Tech/B.E.,electronics and electrical engineering,74.96,0,Uttar Pradesh,2013,415,485,530,-1,-1,-1,-1,-1,-1,-1,-1,-0.4173,0.1498,-0.598,0.6498,0.1864,215000
m,12/06/1993,82.8,state board,2010,92.4,state board,2,B.Tech/B.E.,electronics and communication engineering,74.5,0,Andhra Pradesh,2014,395,510,605,0.338786347,385,292,-1,-1,-1,-1,-1,0.99,0.7119,1.2396,-1.6289,1.0554,280000
f,20/07/1990,75.4,cbse,2007,75.6,cbse,2,B.Tech/B.E.,information technology,80.7,0,Orissa,2011,625,515,535,0.635978756,445,-1,-1,-1,-1,-1,-1,0.3555,1.1248,0.672,0.5323,1.4502,240000
m,24/09/1992,68.2,cbse,2009,61.2,cbse,2,B.Tech/B.E.,computer science & engineering,67.6,0,Haryana,2013,640,555,585,0.622642916,475,-1,407,-1,-1,-1,-1,0.4155,0.2124,-0.2974,-1.3753,-0.2859,325000
m,18/04/1986,65.8,cbse,2003,67.6,cbse,2,MCA,computer application,66.35,0,Madhya Pradesh,2013,475,485,535,0.622642916,445,-1,407,-1,-1,-1,-1,-0.7335,-0.4536,0.4711,0.2727,0.4805,320000
m,04/09/1992,80.4,cbse,2009,80.6,state board,2,B.Tech/B.E.,electronics and electrical engineering,65.12,1,Tamil Nadu,2013,545,450,525,-1,275,-1,346,-1,-1,-1,-1,-0.3027,0.2124,-2.2954,-0.995,-0.8608,240000
m,11/03/1992,82,state board,2009,94.6,state board,2,B.Tech/B.E.,electronics and communication engineering,81.56,0,Andhra Pradesh,2013,525,605,740,-1,395,-1,-1,-1,-1,-1,-1,-0.4463,0.3789,1.547,-0.6147,0.2889,180000
m,11/04/1989,66.67,state board,2006,76,state board,2,B.Tech/B.E.,electronics and communication engineering,73.46,0,Uttar Pradesh,2012,735,580,570,-1,-1,-1,-1,-1,-1,-1,-1,0.1282,-0.4536,-1.2196,-1.2486,-2.0105,245000
m,12/11/1990,73.8,cbse,2008,60.8,cbse,2,B.Tech/B.E.,computer science & engineering,85.3,0,Chhattisgarh,2013,630,580,665,0.744758354,615,-1,438,-1,-1,-1,-1,0.2718,0.7119,0.3174,-0.8682,0.0973,335000
m,14/06/1988,65,uttar pradesh board,2006,76.6,uttar pradesh board,2,B.Tech/B.E.,computer science & engineering,72,0,Uttar Pradesh,2011,625,535,605,0.968237496,605,-1,-1,-1,-1,-1,-1,0.2009,0.1888,-0.9245,0.0623,-0.2875,400000
m,08/06/1989,75.4,state board,2007,74.7,state board,2,B.Tech/B.E.,information technology,63.1,0,Tamil Nadu,2011,665,665,635,0.670743151,455,-1,-1,-1,-1,-1,-1,-0.2628,0.3448,0.3817,-1.1128,-1.0774,240000
f,13/09/1992,64.2,icse,2010,64.1,icse,2,B.Tech/B.E.,information technology,71,0,Madhya Pradesh,2014,510,505,595,0.978799293,455,-1,561,-1,-1,-1,-1,0.4155,0.0459,0.01,0.2727,0.0973,300000
m,06/09/1989,71.4,state board,2007,68.8,state board,2,MCA,computer application,79.1,0,Madhya Pradesh,2013,395,425,590,0.916869961,555,-1,-1,-1,-1,-1,-1,-1.7389,-2.1186,-2.2954,0.0192,-1.8189,170000
m,07/01/1991,77.2,cbse,2008,79.8,cbse,1,B.Tech/B.E.,computer science & engineering,74,0,Uttar Pradesh,2012,415,450,500,0.450876584,395,-1,-1,-1,-1,-1,-1,-0.4463,-0.1206,-0.4511,0.653,-0.2859,180000
m,23/08/1987,81.2,cbse,2005,68.4,cbse,2,B.Tech/B.E.,information technology,67.98,0,Uttar Pradesh,2010,505,525,525,0.864685413,525,-1,-1,-1,-1,-1,-1,-0.7264,1.1248,0.0914,2.53,0.8183,425000
m,29/07/1991,83,icse,2008,83,icse,2,B.Tech/B.E.,information technology,75.4,0,Uttar Pradesh,2012,580,570,825,0.968237496,605,-1,-1,-1,-1,-1,-1,0.5591,0.2124,0.01,-0.1076,-0.2859,480000
m,15/01/1993,73.4,state board,2010,65.8,state board,2,B.Tech/B.E.,information technology,68,0,Madhya Pradesh,2014,455,505,630,0.356536488,355,-1,346,-1,-1,-1,-1,-1.1644,0.0459,-0.6048,-1.2486,-1.0524,180000
m,16/01/1991,89.3,cbse,2007,76.4,cbse,1,B.Tech/B.E.,electronics and communication engineering,76.91,1,Delhi,2012,535,465,605,0.538386893,-1,333,-1,-1,-1,366,-1,-2.272,-0.4353,-0.344,2.4125,0.1864,140000
f,24/08/1992,64.8,cbse,2010,75.2,state board,2,B.Tech/B.E.,electronics and communication engineering,67.2,0,Punjab,2014,430,455,320,0.112139438,-1,228,-1,-1,-1,356,-1,0.7027,0.5454,0.9322,0.7798,0.4805,150000
m,20/11/1989,74.8,cbse,2007,75.4,cbse,2,B.Tech/B.E.,electronics and communication engineering,64.19,0,Haryana,2012,605,435,525,0.694479328,-1,366,-1,-1,-1,-1,-1,-1.0135,-0.2793,-0.1988,0.7493,-0.2875,345000
m,13/11/1992,68.6,cbse,2010,64.8,cbse,2,B.Tech/B.E.,electronics and communication engineering,60.3,0,Uttar Pradesh,2014,535,555,560,-1,-1,-1,-1,-1,-1,-1,-1,1.2772,-0.1206,0.01,-0.6147,-0.8608,300000
m,08/11/1988,90,ssc,2008,79.1,sbtet,2,B.Tech/B.E.,mechanical engineering,75.45,0,Andhra Pradesh,2011,425,325,505,0.654107475,375,266,-1,420,-1,-1,380,1.9011,0.8128,0.2366,-1.8179,-1.5513,440000
f,01/07/1992,90.27,state board,2009,95.41,state board,2,B.Tech/B.E.,electronics and communication engineering,85,0,Tamil Nadu,2013,380,580,445,0.694479328,405,366,-1,-1,-1,340,-1,-0.4463,-0.1206,0.6248,1.2869,1.0554,180000
m,25/08/1990,73.5,cbse,2008,67,cbse,2,B.Tech/B.E.,computer science & engineering,66.6,0,Uttar Pradesh,2012,555,520,500,0.793580615,495,-1,-1,-1,-1,-1,-1,1.4208,0.5454,0.7785,-2.2627,-0.0943,190000
m,28/02/1990,62.34,cbse,2006,59,bice,2,B.Tech/B.E.,electronics and communication engineering,66.66,0,Madhya Pradesh,2011,565,395,555,0.229481755,-1,266,-1,-1,-1,340,-1,0.8192,-0.1232,-0.9245,-0.0552,1.1343,240000
m,18/09/1990,63,cbse,2008,62,cbse,2,B.Tech/B.E.,information technology,79,1,Rajasthan,2012,580,535,455,0.884122512,535,-1,-1,-1,-1,-1,-1,-0.2628,0.0328,-1.4688,1.9424,-1.3934,445000
f,07/12/1989,81,cbse,2007,77,cbse,2,B.Tech/B.E.,electronics and communication engineering,77,0,Haryana,2011,505,475,505,0.124502074,385,233,-1,-1,-1,-1,-1,-0.1082,-0.4353,-0.6343,0.7673,1.2923,500000
m,19/12/1988,66.3,icse,2007,66.67,icse,2,B.Tech/B.E.,information technology,68.75,1,Karnataka,2011,505,415,395,0.765673581,485,-1,-1,-1,-1,-1,-1,-1.3447,0.5008,-1.3599,1.4724,-0.6035,410000
f,09/08/1992,83,state board,2009,72.9,state board,2,B.Tech/B.E.,electrical engineering,68.5,0,Andhra Pradesh,2012,360,325,325,0.163630927,-1,-1,-1,-1,313,-1,-1,0.4155,-0.2871,-0.4511,0.7798,-0.0943,215000
m,02/07/1993,87.3,state board,2010,89.9,state board,2,B.Tech/B.E.,computer science & engineering,67.2,1,Telangana,2014,500,525,705,0.744758354,645,-1,438,-1,-1,-1,-1,0.1282,0.5454,0.01,-1.5021,-0.0943,600000
m,21/12/1992,78.6,state board,2009,69.4,state board,2,B.Tech/B.E.,information technology,74.3,0,Madhya Pradesh,2014,420,445,510,0.486747008,505,-1,376,-1,-1,-1,-1,1.4208,0.7119,-0.2974,-1.6289,-0.2859,350000
m,15/01/1993,77,icse,2010,77.14,icse,2,B.Tech/B.E.,mechanical engineering,74.36,1,Tamil Nadu,2014,590,400,560,0.066960707,-1,-1,-1,253,-1,-1,-1,0.8463,-0.6201,0.6248,0.3995,1.4386,300000
m,06/04/1990,65,0,2007,45,0,2,B.Tech/B.E.,computer engineering,72,0,Orissa,2012,395,635,495,0.704090412,465,-1,-1,-1,-1,-1,-1,-0.2628,-0.5523,-0.598,0.0623,-0.1295,180000
f,20/01/1988,81.73,board of secondary education orissa,2006,57.11,board of higher secondary orissa,2,MCA,computer application,85.4,0,Orissa,2012,505,495,535,0.968237496,605,-1,-1,-1,-1,-1,-1,0.1623,1.4368,0.672,-0.2609,-0.1295,120000
m,30/07/1990,73.06,0,2008,73.67,0,2,B.Tech/B.E.,mechanical engineering,59.5,0,Maharashtra,2012,395,485,415,0.978855302,-1,-1,-1,564,-1,-1,-1,-0.4173,0.3448,-1.2148,-0.2902,-0.7615,390000
f,14/06/1991,88,state board,2008,83,state board,2,B.Tech/B.E.,computer science & engineering,85.5,0,Tamil Nadu,2012,335,400,330,0.23780284,325,-1,315,-1,-1,-1,-1,0.5591,-0.1206,-0.1437,-0.1076,-0.8608,175000
f,05/02/1990,78,cbse,2008,66.6,cbse,2,B.Tech/B.E.,electronics and electrical engineering,63,0,Madhya Pradesh,2012,585,315,455,0.519863918,-1,300,-1,-1,411,-1,-1,-1.3447,-0.2012,0.4906,-0.40777,-1.0774,305000
m,06/10/1991,93.4,cbse,2009,63,cbse,2,B.Tech/B.E.,civil engineering,67.8,0,Jharkhand,2014,675,645,665,0.536782667,355,-1,-1,-1,-1,-1,356,-0.5899,0.2124,0.3174,1.0333,-0.8608,405000
m,06/03/1991,85,cbse,2009,76,cbse,2,B.Tech/B.E.,computer engineering,71,1,Rajasthan,2013,570,520,430,0.81941653,505,-1,-1,-1,-1,-1,-1,1.5644,1.2114,0.6248,0.3995,0.8637,350000
f,14/07/1991,90,state board,2009,89.26,state board,2,B.Tech/B.E.,electronics and communication engineering,71,0,Kerala,2013,605,545,585,0.783303537,-1,388,-1,-1,-1,388,-1,0.8463,0.3789,1.0859,-1.7556,-0.0943,325000
f,04/11/1990,88.34,cbse,2007,71,cbse,2,B.Tech/B.E.,electronics and electrical engineering,90.44,0,Uttar Pradesh,2012,525,505,485,0.0587928,-1,200,-1,-1,-1,-1,-1,1.2828,1.2028,-0.7068,-0.6428,0.5024,340000
f,19/05/1992,92.5,state board,2009,95.3,state board,2,B.Tech/B.E.,computer science & engineering,79.6,1,Telangana,2013,510,585,650,0.765673581,485,-1,-1,-1,-1,-1,-1,0.5591,1.0449,0.4711,-1.7556,0.0973,325000
